obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08232462531477702,1,3324.061402235,98.99861369743877,96.94987668826352,85.28633075693332,10.493208466232003,75.51852964434006,49.573892933608754,21.18998707835428,57.9340912955129
