obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08229388620523445,0,7280.409603096,103.82040971139227,96.70455595845297,84.22188330176839,11.20321783618967,75.77725125331777,49.742522308565,21.608322524566372,59.46610761932258
