obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08229549365785145,1,4542.076692992,103.58501709162965,96.70257017760649,84.03618219575662,11.092686914971958,75.72452851540895,49.74871282633963,21.59707626255469,59.30394754040306
