obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
0.08231034450674167,1,1154.60192116,103.96894195097076,96.89712160762122,84.63642157402249,11.256998348922032,75.7718365753293,49.865584851844446,21.341794301475687,59.6215379374549
