obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06534621522477357,1,281.127152021,97.96981971190701,86.75374124870633,9.470425083780249,94.13779091111101,58.94601843947946,22.335495836608086,49.51484301597359
