obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.07293184143920295,1,401.513221455,246.07631142525707,16.839442288147588,10.635839612622956,94.62952475782124,68.24470768744271,19.59317877420406,69.26313003984347
