obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.07293197314476575,1,237.956916572,245.5286818222948,16.921479696284248,10.607515511358146,94.53529932446904,68.15174973690897,19.515748681720005,69.20360028401029
