obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.07293170967655863,1,257.932247022,247.09364942507096,16.705989423588242,10.70439997554994,94.70594784938902,68.34207240797542,19.590204725204515,69.36079725856747
