obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.07293180349138641,1,491.470667843,246.11477541379014,16.83584295341754,10.626140949034443,94.58067965459726,68.2683626874529,19.538303372319124,69.26510902883783
