obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06928109579243841,1,110.860404312,59.163390172837495,86.00602216225506,4.063569420162753,64.44617945968692,92.04259480979911,32.13999264948461,43.99742853236237
