index,sim_idx,hdgrid,avg_msc0,avg_msc1,avg_delays0,avg_delays1,instant_delays0,instant_delays1,vol0_dep,vol1_dep,density0,density1,logsum,time
1,1,5.0,-0.16732289017578802,-0.5459723803699456,2.0931242535555623,1.939043268573192,2.0921343810675417,1.9355557163172539,0.042670486024720324,0.07779259873397752,0.042670486024720324,0.07779259873397752,-386.1611024306549,37.39788702341583
2,1,5.083333333333333,-0.2154746834816715,-0.7352958386209738,2.093638441365161,1.941064164538157,2.092860656011695,1.9379412115086847,0.10955312465400684,0.31289917091982344,0.15222361067872717,0.3906917696538009,-386.1611024306549,37.39788702341583
3,1,5.166666666666667,-0.25104918386879904,-0.9072073457136215,2.094034403022099,1.9428328120673217,2.0935092642995623,1.9406119861254958,0.09783769243908012,0.3503185277069334,0.2500613031178072,0.7410102973607343,-386.1611024306549,37.39788702341583
4,1,5.25,-0.2707256643880186,-1.0054387756178291,2.094284381481588,1.9440281384796256,2.09428943494147,1.9435156728289689,0.11768288641822731,0.3808689982036669,0.367744189292411,1.1218792948717773,-386.1611024306549,37.39788702341583
5,1,5.333333333333333,-0.26658542641588673,-1.0260056184919955,2.094257180174161,1.944214903665617,2.0946922959201135,1.9456584629170526,0.06076855952782251,0.2944360287448653,0.42851274446134485,1.4029434715782094,-386.1611024306549,37.39788702341583
6,1,5.416666666666667,-0.2417905601714484,-0.939828350835925,2.094017459074484,1.9433215073528929,2.09458222631023,1.94548975578909,0.01854048604185668,0.09439776686059399,0.411909569879528,1.3808145984379894,-386.1611024306549,37.39788702341583
7,1,5.5,-0.20912517592534766,-0.8104265742323348,2.0937300514342563,1.942088767226922,2.0940430056495556,1.9434083102369144,0.016296555337883777,0.04471248308913385,0.33057218005155303,1.1077968242122957,-386.1611024306549,37.39788702341583
8,1,5.583333333333333,-0.18409377930406387,-0.7012141539545345,2.093558618588326,1.9413315106381943,2.094063869102822,1.9424438910438493,0.10302747104031311,0.22825833798407769,0.3337192753972322,0.9812964787019626,-386.1611024306549,37.39788702341583
9,1,5.666666666666667,-0.16048150887405893,-0.6325588122210711,2.093291571519523,1.940650219611685,2.0939058842184033,1.9428955797324705,0.09053345514971288,0.4269816785702852,0.3098884412544303,1.040543303718057,-386.1611024306549,37.39788702341583
10,1,5.75,-0.1315158652244213,-0.5007228581667842,2.0929764238912125,1.9393723370257403,2.0935237985831043,1.9415249564905632,0.016981527977379153,0.09196067231549375,0.2522536907107659,0.8607622345392737,-386.1611024306549,37.39788702341583
11,1,5.833333333333333,-0.11337016288683376,-0.3997105588413783,2.0927013144060593,1.938157007954481,2.093130345845585,1.9400996807462896,0.0030033027604176817,0.016378519164705417,0.19290429810691365,0.6738125394330529,-386.1611024306549,37.39788702341583
12,1,5.916666666666667,-0.10799185860967038,-0.3269248308799235,2.092510272933229,1.937128342369887,2.0924341079699174,1.9374682929126836,0.0006678193768680632,0.003125153384824431,0.08788203980671865,0.32866027316082724,-386.1611024306549,37.39788702341583
13,1,6.0,-0.12924462230884406,-0.3510142484006632,2.0925966356791927,1.9370559819610145,2.09196835101362,1.9354861049339802,0.0011212704733738078,0.0021193328902519067,0.017626098441207293,0.06866185548570487,-386.1611024306549,37.39788702341583
14,1,6.083333333333333,-0.18419689640150486,-0.4940540376509522,2.0929686270861576,1.9380853544967078,2.091927461699394,1.9351570238942983,0.00731929899731342,0.011679332549844473,0.0114582522632745,0.02549715540508297,-386.1611024306549,37.39788702341583
15,1,6.166666666666667,-0.26716580980687293,-0.7099201422856619,2.093566796054802,1.9398828236745789,2.092199422416256,1.9356772706542023,0.043446781026966544,0.07811536106971569,0.05248148534493911,0.09373656348790065,-386.1611024306549,37.39788702341583
16,1,6.25,-0.386794579497869,-1.000169821289801,2.094353676375158,1.9423931569110662,2.092980202566439,1.9381228453480155,0.11823288149431695,0.3226357609040267,0.1702563112685551,0.41451620574646475,-386.1611024306549,37.39788702341583
17,1,6.333333333333333,-0.5360542854482604,-1.3439471541283357,2.095169294794448,1.944949066602512,2.0939164118510365,1.9415674920579407,0.14142962172159534,0.45263672088345497,0.31147645562763093,0.8663415137660071,-386.1611024306549,37.39788702341583
18,1,6.416666666666667,-0.7424901983376009,-1.6992977825328186,2.096008225604789,1.947037850484886,2.0946438662401343,1.9450629311991376,0.11068465496093237,0.462037050901311,0.4212074906997281,1.3248291322739698,-386.1611024306549,37.39788702341583
19,1,6.5,-1.048681236729452,-2.107104217683933,2.0970218096211126,1.9485037304184605,2.0949251704689154,1.9463140818051061,0.04922338111272112,0.18820387393880278,0.4636401224315883,1.488939287980705,-386.1611024306549,37.39788702341583
20,1,6.583333333333333,-1.5309139492479658,-2.735712085567093,2.098544307301171,1.9503273643587757,2.0952892458250485,1.947087015602092,0.09689661705377056,0.23002639270567884,0.518558157529716,1.5903229944419879,-386.1611024306549,37.39788702341583
21,1,6.666666666666667,-2.2818571032648634,-3.7355692311481694,2.1008568144981847,1.9529562274686356,2.0951231913095367,1.9469982549611935,0.10448752687942987,0.4021629703436142,0.49351008009892294,1.5786804931084297,-386.1611024306549,37.39788702341583
22,1,6.75,-3.434785477706949,-5.309002203840368,2.1046485226110634,1.9573532926864483,2.0960420974865475,1.9500007222331335,0.29075329824368573,0.93493745070919,0.6321201805378218,1.9725062796699375,-386.1611024306549,37.39788702341583
23,1,6.833333333333333,-5.123264523885026,-7.68764273091344,2.1102649334460897,1.963232704975907,2.094490024108225,1.9428736217156442,0.08308247488497324,0.13677773369500054,0.39800155968179657,1.0376631280276292,-386.1611024306549,37.39788702341583
