run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4
1,0.029714959584125625,1,0.577063082,0,75.09681389340221,91.08715302559689,-19.423442328362825,55.93097015327767
2,0.029714959568235014,1,0.592870576,1,75.10018778151831,91.08504546659331,-19.426214486062406,55.931509363363695
