run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3
1,0.06526679455276736,1,76.368731034,0,73.91945440690394,59.045776970788545,16.67304993727273
2,0.06549379134309748,1,27.304207497,0,85.36708410812014,55.1094154178812,9.198152667321562
3,0.06526680550585216,1,83.540493921,0,73.90128923144111,59.02337917011681,16.667610591011574
4,0.06526790072691388,1,71.313394131,0,82.64111989203779,52.36445325302887,16.960261196523497
5,0.06526686121779404,1,72.748948744,0,73.96922753619722,59.10191530186263,16.656565648097704
6,0.06526678554175515,1,54.320608854,0,73.95034821478562,59.08042863400096,16.681581592720267
7,0.0652668612886701,1,69.534689627,0,73.97124808407932,59.10232241352333,16.650651540762656
8,0.06529699063838906,1,85.701374517,0,69.07682387218884,65.32953013133194,17.171715892631234
9,0.0651032777763138,1,92.540136018,0,79.5779826934647,54.37727401639012,16.473212327413407
10,0.06529699064175126,1,70.876158417,0,69.07613211839238,65.32808584112206,17.172024236296853
11,0.06510605802258426,1,71.614372595,0,79.60358047076596,54.502837659446925,16.429531242174416
12,0.06526686128869304,1,71.657966438,0,73.97135280225376,59.102371288076796,16.65065054648563
13,0.06529699064073584,1,78.520136846,0,69.0776693537064,65.33033637241445,17.171774204706303
14,0.06512057672427207,1,100.131606403,0,78.09735169567024,53.09395331378895,16.31013522859995
15,0.06514201052293841,1,53.14000233,0,77.31438838771058,53.12408716637,15.904050750874067
16,0.06526678690445958,1,54.535818415,0,73.94685434417228,59.07208099961752,16.679839905193017
17,0.06509805262726921,1,51.907645274,0,79.96093938902217,54.50925393894706,16.60553969621532
18,0.0652668612886646,1,82.450262263,0,73.97126875433574,59.10233110041062,16.65064822466531
19,0.06533922881929087,1,57.26458532,0,88.67214033989352,53.762368365011824,17.05796649673416
20,0.06526686128866545,1,80.688054944,0,73.9712609666772,59.10232838428287,16.650639712324423
21,0.06526128830383893,1,77.761924886,0,83.18878530179187,52.35747430257071,16.414931644199168
22,0.06524857409085394,1,115.173602788,0,84.59974979797416,53.761391200592726,17.62217608422458
23,0.0652811243215197,1,89.986629615,0,75.49969895093791,58.09994609940596,17.09449597324706
24,0.06509649044155962,1,116.159368371,0,79.87236739453184,54.17568659627976,16.712418885084574
25,0.06526686121775231,1,76.259954042,0,73.96919674001938,59.10196589873276,16.656524146667003
26,0.06552977630089465,1,16.498740047,0,73.68362873429408,58.908790557501085,10.940697767244817
27,0.0653392278229372,1,94.73319961,0,88.68631497681658,53.772365520828124,17.051600282993682
28,0.06526686121773957,1,65.17631751,0,73.96927196054932,59.10201401100773,16.656538766689295
29,0.06528504641463097,1,76.395267361,0,76.09474315595457,56.9448275168732,17.99245271381936
30,0.06528835585361947,1,99.117935443,0,74.93348275816166,54.467209784193486,18.60872411518535
31,0.06526683385200185,1,48.026145095,0,74.06585736969603,59.10018957006984,16.695927399703454
32,0.06526686121775278,1,90.256547735,0,73.9692542027986,59.10200999025302,16.656494524061248
33,0.06526614611971499,1,68.01885784,0,82.73961402715592,52.445738933047245,17.014094768421028
34,0.0652668612177874,1,58.10872376,0,73.96934479489867,59.101995166795895,16.65656146019255
35,0.06510109188501563,1,110.881447263,0,79.3642610750153,53.91400978800697,16.575480292876797
36,0.06526679986319232,1,84.218874352,0,73.91499377838602,59.03403570740391,16.67073722396248
37,0.06513091793672006,1,63.853993887,0,80.79919778894099,53.60212547932252,17.45087165554462
38,0.06526678707780494,1,80.148421987,0,73.9875048910971,59.11919436732042,16.69139100889202
39,0.06526686121773824,1,80.978871024,0,73.96926653738434,59.10201539933303,16.65652326899477
40,0.06563623271010689,1,26.777351303,0,72.89612232344375,57.509352021585656,10.164746138956698
41,0.06526678924374493,1,97.877375263,0,73.92048772576815,59.06934113839152,16.676906172685182
42,0.0653115098270915,1,79.309537504,0,70.47697031580583,62.958562397895825,17.626230820321254
43,0.06526686121774763,1,82.355720362,0,73.9692117847286,59.101970668691294,16.65652163511889
44,0.06526680347439742,1,62.903765949,0,73.90674466716005,59.02697197007171,16.668714845039947
45,0.0652668612177448,1,66.241708838,0,73.96924365800315,59.101996901681034,16.656504365635843
46,0.06525862677623476,1,105.704155178,0,84.9733191340611,53.75341819623833,15.630127912381178
47,0.0657241513121984,1,27.64986043,0,71.97969505795568,57.7119955038837,9.912023817167274
48,0.06526678829460238,1,57.827844141,0,73.97801945704285,59.12479694945937,16.691312375175492
49,0.06526686128866879,1,78.129060576,0,73.97127194789098,59.10232987071628,16.65063410335566
50,0.06526686128866635,1,80.431701186,0,73.97127166908743,59.102336271708246,16.650627413472613
51,0.06509922349209482,1,100.766284863,0,79.55746643581904,53.986997852716506,16.63960650740448
52,0.0652668612886773,1,77.432663883,0,73.97123744326802,59.10234179865366,16.650656792955512
53,0.06526686121774346,1,69.669870298,0,73.9692829614017,59.10200154104221,16.656554858099422
54,0.06528395159607257,1,68.013903178,0,91.45782707380347,52.920254505625216,15.960266137232475
55,0.06526680699900544,1,88.010002883,0,73.90715175678288,59.021217116320166,16.667915745379872
56,0.06509464873142137,1,67.27821656,0,80.15729945162163,54.40293652226269,16.752453901910865
57,0.06510006198094945,1,84.426219373,0,79.60759000311494,54.24304763402341,16.548618751728622
58,0.06595792642267038,1,21.247579453,0,73.7107126174096,56.05935826231729,8.524148324806786
59,0.06526678498939989,1,78.659232735,0,73.9509958861552,59.08664739026487,16.682641578488578
60,0.0652969906407721,1,85.08298606,0,69.07586034246289,65.32838616034805,17.171560429580307
61,0.06509532007457615,1,117.085793614,0,80.51857113909864,54.84369475893684,16.734041462264575
62,0.06526679488085849,1,81.939272216,0,74.01841137882383,59.141573867919014,16.697948733509808
63,0.0652668612178122,1,70.798676685,0,73.96915895724676,59.10188934577384,16.6565558050534
64,0.06529699063893511,1,75.764094876,0,69.07685037457469,65.3294830011324,17.17206819478781
65,0.06563566113798676,1,31.691831504,0,75.27216859994536,59.6530179506695,10.005714536788094
66,0.065266861217744,1,77.948083333,0,73.96923262132532,59.101983480828466,16.656541680499373
67,0.06509362100087768,1,91.888374953,0,80.54509829238575,54.5333274942057,16.88851169855839
68,0.06526686128868453,1,71.533198208,0,73.97131712529279,59.10235935388607,16.650606311748064
69,0.06529699063957944,1,72.233542899,0,69.07621815337603,65.32878771283724,17.171475234578438
70,0.06510206184616993,1,98.333669633,0,79.39365744077729,54.11028389676361,16.50130140296375
71,0.06526686121773845,1,77.402343654,0,73.96925057204841,59.10200518616165,16.656541366134487
72,0.06526680505746936,1,61.714608979,0,73.9016443514838,59.024197510605944,16.667871989167693
73,0.06526686121774392,1,75.489458978,0,73.96923623763051,59.102007727774264,16.656514596002015
74,0.06573864072880894,1,24.670810313,0,73.33272172772328,57.50506186349098,9.525459596362703
75,0.06529595441146255,1,69.279846568,0,86.94759782347576,54.48365640378264,17.62660580455042
76,0.06526209255108739,1,79.667506066,0,83.0181344247173,52.44789364739158,16.74618486429692
77,0.06524971594937008,1,75.716209834,0,84.32057616693126,53.575266206501134,17.551797427421626
78,0.06598757143275012,1,18.61804439,0,76.00352930823635,60.72565769170072,9.075729267396103
