run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
1,0.08182756423302798,1,392.720236181,1,296.8800849584144,56.64617263180845,5.571104978870479,30.933925536345495,51.581266288684624,38.634221426459334,76.41141472461987,108.21657315578467,75.15332174198025,6.267356208644053,72.31556769004418
2,0.08341868563579248,1,595.874210685,0,54.5000151294492,106.79598395699304,-8.625446279028639,22.129244487956953,-5.914854673123283,-19.780480977429384,25.83939051373907,75.80469670573119,73.80992524117683,3.154012817742754,41.26595005063614
