iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,91.44052899721731,103.93005464606182,0.0,31.246220956108612,41.55371629826992,34.17003605383992,34.788086922434935
2,57.87341323771486,122.56878850412814,0.0,27.656988749858353,74.88175407622992,13.984582171749155,30.409953069743583
