run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,0.06713042334144742,1,239.6939293,0,55.25401622692377,52.23477991720827,2.523030539410638,51.71500958114711,46.07708533896092,14.915678247079168,33.642270697850236
2,0.06713413073739502,1,191.726648235,0,54.215705963494884,52.314203449608364,2.0775939079377954,48.52561820999384,46.74651297875728,14.802475864666278,33.53784046085909
3,0.06711643917029331,1,614.712611155,0,54.238349522575525,52.51917435460149,2.2201746739577835,51.875111896166175,44.73579223494972,15.469267031359497,33.53988724477233
4,0.06712136158697346,1,315.632090068,0,54.5074715267885,52.43833397979479,2.329842619528159,51.33620854795422,43.42424235909288,16.750556038972142,33.55824780736754
5,0.06711642714697415,1,416.066942212,0,54.31429548702057,52.4734232685749,2.2163008847244976,51.85501197706518,44.74382069001349,15.473982346270422,33.55096965660941
6,0.06711247021637336,1,392.391657172,0,53.39347599203161,53.38059155697999,2.477893793581935,48.35139917300984,48.19702051176974,14.606351092722504,33.60601548629365
7,0.06711643374620907,1,554.735608714,0,54.24845674129181,52.50827542804798,2.2154848739884003,51.8907715424102,44.73421466061353,15.468097540939722,33.54073253750134
8,0.06713791509375108,1,260.300338376,0,53.452035253744214,52.458474863138186,1.9505162889863423,52.41915191721801,45.37744790347535,14.237657984235412,33.460677935088135
9,0.06714442110876227,1,153.362144966,0,54.523662932782216,52.241393774830975,1.9224587971322467,52.900576711749416,44.90964271041864,14.377068626459872,33.555351783329186
10,0.06715579743121555,1,126.821719858,0,54.21287337284017,52.38055460328334,1.9861677273887783,49.752859485389784,46.46621501949562,13.451041483318804,33.51619859343571
11,0.06713454592188033,1,252.099446302,0,54.50581477065453,52.319285221577985,2.2366295143362382,49.597522012291,46.35418938229871,14.751263190368778,33.592155760809575
12,0.06714388936689006,1,364.378472572,0,53.67557031451901,53.15535992377347,2.654277201965947,49.02522341001574,46.04199673971037,14.640063765644324,33.49443595813899
13,0.06726068418018365,1,192.691715783,0,52.75193422196373,51.49082157495724,3.432004117361001,49.96069414786633,46.28578217345569,13.554646079378847,32.399570388287344
14,0.0671069645417585,1,251.263934877,0,54.56126005541394,52.23953274118437,2.0477294848613448,48.68264628080076,48.02588105291024,13.9247800432158,33.63288282459358
15,0.06711645167940478,1,1215.749104716,0,54.21437626679649,52.53618100770689,2.2198150982457587,51.903132799476886,44.73582207010911,15.467855249135662,33.53770832250492
16,0.06711642951338317,1,529.858151219,0,54.27253542269803,52.49192846722972,2.211462561789107,51.85388677799876,44.73851734996806,15.471653426234854,33.54471870417776
17,0.06714294177426511,1,316.188246556,0,54.60113329299799,52.2578914690232,2.233072206983319,49.50655404280172,44.907747733247966,16.589412813799207,33.565351288487896
