run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,0.0832705429460889,1,566.416777516,0,44.435501752609355,56.9648060443338,4.094338202058339,44.73377171587634,32.3954822618226,17.618703451121934,30.637799693559497
2,0.08327053698706746,1,493.133429875,0,44.39842074537429,56.97371596914264,4.088181887194241,44.73471254425104,32.39509329298461,17.614305865460583,30.62579996180521
3,0.08327051842307243,1,522.368515967,0,44.282479168293534,57.00548692258343,4.069522702440535,44.74469644003664,32.39898450825877,17.6272034204929,30.58931400444255
4,0.08321017813019875,1,499.516633765,0,45.76245391880567,57.0700580159523,4.3550616173131536,43.099469939481764,32.826314332395654,18.300688537335255,31.24328448835272
5,0.08327072344380351,1,419.356214844,0,44.3173172065337,56.99498983199345,4.077484392207946,44.63378951121776,32.41442321833833,17.704030490027787,30.599173783316996
6,0.08327054718643498,1,268.958342152,0,44.428936257071015,56.96342185089523,4.092341022477482,44.734547873290865,32.40427994988633,17.611019748099043,30.635297799811358
7,0.083270515878308,1,742.291061581,0,44.30525787400066,56.99802565828023,4.074045281200749,44.72127213318361,32.39525473605393,17.617117070999306,30.594900379924102
8,0.08320590121971752,1,626.152764892,0,45.083958923928975,56.74827496995954,4.226405918906612,43.202670438601245,33.193304354149056,18.038201048884638,30.81431987980706
9,0.08327171619776134,1,234.722278649,0,44.17157886735251,57.19347864164507,4.069596617025175,44.21984736771475,32.45954690570808,17.638497524253545,30.592424711467473
10,0.0832705935939584,1,354.406777815,0,44.28352438733319,57.0265603222061,4.060191735665055,44.762642434552724,32.39656312254133,17.6465707388804,30.60405962959899
11,0.08327056731383595,1,290.182895202,0,44.43889547149626,56.919625990205326,4.091463385967689,44.75956455660356,32.392949395822775,17.6288540907918,30.623801312206346
12,0.08327054915543257,1,384.413116384,0,44.436986653875955,56.96394203608274,4.094655608485241,44.73791785029248,32.395306615625586,17.615076561018064,30.637881371500754
13,0.08327051637874291,1,397.332944536,0,44.31060526008567,56.99248198930491,4.0743643150761075,44.7300725941905,32.39743049737245,17.619010814425557,30.595669994283437
14,0.0832705172046317,1,532.402910223,0,44.31526836399746,56.99347288521081,4.074829218300514,44.72838911773064,32.396407218710024,17.622460778241148,30.598213326287055
15,0.08321117153206394,1,524.242112423,0,46.020316369526,56.79982457416003,4.338324893242794,43.285901343856274,33.77094941572902,17.40036754653406,31.263835692406616
16,0.08327051563152982,1,572.176532349,0,44.2939109305448,57.00295171324706,4.072732204727415,44.71721149252264,32.39576075315215,17.616437895090435,30.591665776600994
17,0.0832085309442225,1,658.102640124,0,45.45124276286433,57.15360876084997,4.296454583746765,43.020052551702854,32.863607734949596,18.161510920228277,31.1324568782347
18,0.08323475891423308,1,2087.520899428,0,44.79323883593429,57.31636927439214,4.459103009995163,43.11395322512144,32.0294118337546,19.321889056021025,30.910577666667617
19,0.08321538333079871,1,514.70085497,0,46.211383878159715,56.73640085331561,4.389287247184618,43.23906954303012,33.90569929565247,17.157154116662706,31.296510227477533
20,0.08327351716688801,1,232.055091776,0,45.84032207563568,56.661549217809224,4.303468235471509,44.66423947237125,32.404116289255015,17.739123695578062,31.130239423911025
21,0.08321524369075742,1,471.630624483,0,47.10682627945833,56.3672291676217,4.485131316003782,43.094896820549295,32.87850670071156,18.159858383528054,31.575903887267255
22,0.0832126634196644,1,445.224603322,0,44.56179626261451,56.94053032189617,4.15811268387547,43.043491620375406,32.381535907853596,18.818906930690968,30.677116329999485
23,0.08322940223333228,1,356.054508089,0,49.00678111878015,55.85541791005419,4.745418561243134,43.10783959019209,33.008591925356555,17.919348252508986,32.105646390059526
24,0.0832705168720068,1,386.500128871,0,44.30985290037078,56.995465245209246,4.074165100781596,44.727334358350255,32.396033246893744,17.62325276206988,30.596505745003814
25,0.08327051806873113,1,430.473988755,0,44.32417862373862,56.99042207772939,4.0760900189055995,44.72848827905443,32.39594936323122,17.622425799884383,30.60104181801251
26,0.0832705184278899,1,576.042093974,0,44.33004156662042,56.99278660933797,4.078430762657371,44.71858580879635,32.394974180062725,17.616374075126657,30.60306645126943
27,0.08321932094457249,1,378.766449261,0,46.136790580337234,56.75345758870363,4.246532246903126,43.63144859931862,34.35180340516336,17.17179291477499,31.347827404367475
28,0.08323205583975996,1,469.861088546,0,45.37094549367091,57.02525269831999,4.433186364976741,42.99839590272324,31.614723550554686,19.62063542751749,30.983844550242615
29,0.08327101342781658,1,360.81810953,0,44.93599417326161,56.86132739314955,4.170583757437918,44.750171415639,32.396186103408475,17.620725094191297,30.813789583470975
30,0.08327051571941052,1,512.1831504,0,44.29636685790923,57.0030414082179,4.073285325048292,44.717130678279155,32.394896079025585,17.616097362440133,30.592574360050094
