uidp,date,study_cycle,adetourtime,a_early,a_late,route_FE,is_long_route,has_long_route_pre,high_dttime,acharge_weekmean,max_cycle
L0202100848,2017-00-14,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-14,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-15,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-15,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-16,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-16,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-17,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-21,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-22,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-23,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-24,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-24,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-27,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-28,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-01,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-01,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-02,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-03,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-03,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-06,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-06,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-07,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-09,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-09,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-10,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-10,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-14,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-14,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-15,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-15,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-17,0,8.1999998,1,0,2,0.2750265989404711,1,1,96,4
L0202100848,2017-00-17,0,8.1999998,1,0,1,0.2750265989404711,1,1,96,4
L0202100848,2017-00-20,1,8.1999998,1,0,2,0.795876460591237,1,1,96,4
L0202100848,2017-00-20,1,8.1999998,1,0,1,0.795876460591237,1,1,96,4
L0202100848,2017-00-21,1,8.1999998,1,0,2,0.795876460591237,1,1,96,4
L0202100848,2017-00-22,1,8.1999998,1,0,2,0.795876460591237,1,1,96,4
L0202100848,2017-00-24,1,8.1999998,1,0,2,0.795876460591237,1,1,96,4
L0202100848,2017-00-27,2,8.1999998,1,0,2,0.40350536049054586,1,1,96,4
L0202100848,2017-00-27,2,8.1999998,1,0,1,0.40350536049054586,1,1,96,4
L0202100848,2017-00-28,2,8.1999998,1,0,2,0.40350536049054586,1,1,96,4
L0202100848,2017-00-30,2,8.1999998,1,0,2,0.40350536049054586,1,1,96,4
L0202100848,2017-00-30,2,8.1999998,1,0,1,0.40350536049054586,1,1,96,4
L0202100848,2017-00-31,2,8.1999998,1,0,2,0.40350536049054586,1,1,96,4
L0202100848,2017-00-03,2,8.1999998,1,0,2,0.40350536049054586,1,1,96,4
L0202100848,2017-00-03,2,8.1999998,1,0,1,0.40350536049054586,1,1,96,4
L0202100848,2017-00-04,3,8.1999998,1,0,2,0.3067186341790439,1,1,96,4
L0202100848,2017-00-05,3,8.1999998,1,0,2,0.3067186341790439,1,1,96,4
L0202100848,2017-00-07,3,8.1999998,1,0,2,0.3067186341790439,1,1,96,4
L0202100848,2017-00-07,3,8.1999998,1,0,1,0.3067186341790439,1,1,96,4
L0202100848,2017-00-10,3,8.1999998,1,0,2,0.3067186341790439,1,1,96,4
L0202100848,2017-00-11,4,8.1999998,1,0,2,0.2828441174582803,1,1,96,4
L0202100848,2017-00-12,4,8.1999998,1,0,2,0.2828441174582803,1,1,96,4
L0202100848,2017-00-12,4,8.1999998,1,0,1,0.2828441174582803,1,1,96,4
L0202100848,2017-00-13,4,8.1999998,1,0,2,0.2828441174582803,1,1,96,4
L0202100848,2017-00-13,4,8.1999998,1,0,1,0.2828441174582803,1,1,96,4
L0202100848,2017-00-14,4,8.1999998,1,0,2,0.2828441174582803,1,1,96,4
L0202100848,2017-00-14,4,8.1999998,1,0,1,0.2828441174582803,1,1,96,4
L0202100848,2017-00-17,4,8.1999998,1,0,2,0.2828441174582803,1,1,96,4
L0204115017,2017-00-01,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-02,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-03,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-03,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-06,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-06,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-07,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-07,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-09,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-20,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-31,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-05,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-07,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-07,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-07,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-10,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-12,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-17,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-17,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-21,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-27,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-28,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-28,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-28,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-28,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-12,0,8.0,1,0,3,0.003357898927634495,1,1,192,4
L0204115017,2017-00-12,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-15,0,8.0,1,0,4,0.003357898927634495,1,1,192,4
L0204115017,2017-00-15,1,8.0,1,0,4,0.9999994872842076,1,1,192,4
L0204115017,2017-00-15,1,8.0,1,0,3,0.9999994872842076,1,1,192,4
L0204115017,2017-00-16,1,8.0,1,0,3,0.9999994872842076,1,1,192,4
L0204115017,2017-00-16,1,8.0,1,0,4,0.9999994872842076,1,1,192,4
L0204115017,2017-00-16,1,8.0,1,0,3,0.9999994872842076,1,1,192,4
L0204115017,2017-00-29,2,8.0,1,0,4,0.23519228917986923,1,1,192,4
L0204115017,2017-00-29,2,8.0,1,0,3,0.23519228917986923,1,1,192,4
L0204115017,2017-00-30,3,8.0,1,0,3,0.05728619685493008,1,1,192,4
L0204115017,2017-00-07,4,8.0,1,0,4,0.015902462804335382,1,1,192,4
L0204115017,2017-00-13,4,8.0,1,0,4,0.015902462804335382,1,1,192,4
L0204115017,2017-00-13,4,8.0,1,0,3,0.015902462804335382,1,1,192,4
L0208084657,2017-00-17,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-17,0,5.0999999,1,0,9,0.24802812829055565,0,0,96,4
L0208084657,2017-00-21,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-27,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-27,0,5.0999999,1,0,9,0.24802812829055565,0,0,96,4
L0208084657,2017-00-03,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-20,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-05,0,5.0999999,1,0,10,0.24802812829055565,0,0,96,4
L0208084657,2017-00-11,0,5.0999999,1,0,9,0.24802812829055565,0,0,96,4
L0208084657,2017-00-12,0,5.0999999,1,0,9,0.24802812829055565,0,0,96,4
L0208084657,2017-00-19,0,5.0999999,1,0,9,0.24802812829055565,0,0,96,4
L0208084657,2017-00-02,1,5.0999999,1,0,9,0.8435371648547361,0,0,96,4
