index,sim_idx,hdgrid,avg_msc0,avg_msc1,avg_delays0,avg_delays1,instant_delays0,instant_delays1,vol0_dep,vol1_dep,density0,density1,logsum,time
1,1,5.0,-0.16732286899757065,-0.5459724039733709,2.093124253631361,1.9390432686148564,2.0921343810678543,1.9355557163176604,0.042670486071906974,0.077792598787305,0.042670486071906974,0.077792598787305,-385.6208522038305,37.3562008193956
2,1,5.083333333333333,-0.21547467060946515,-0.7352958813959144,2.093638441553096,1.9410641646552682,2.0928606560136105,1.9379412115110624,0.10955312489573456,0.3128991711783756,0.15222361096764153,0.3906917699656806,-385.6208522038305,37.3562008193956
3,1,5.166666666666667,-0.2510492184854149,-0.9072074282778065,2.094034403464152,1.9428328123636047,2.093509264303171,1.9406119861299405,0.09783769269453388,0.35031852797802804,0.2500613036621753,0.7410102979437085,-385.6208522038305,37.3562008193956
4,1,5.25,-0.2707257144105722,-1.0054389050467338,2.094284382532356,1.9440281391698944,2.0942894349448884,1.9435156728339316,0.11768288638951903,0.38086899827162835,0.3677441898080706,1.1218792955227128,-385.6208522038305,37.3562008193956
5,1,5.333333333333333,-0.2665856435356001,-1.0260058711360533,2.0942571827383367,1.9442149052555664,2.0946922959238283,1.9456584629230036,0.0607685595724731,0.29443602888218423,0.4285127450216548,1.4029434723587753,-385.6208522038305,37.3562008193956
6,1,5.416666666666667,-0.24179118132269253,-0.9398288151073865,2.0940174651826804,1.9433215112265627,2.094582226317598,1.9454897557997939,0.01854048662800287,0.09439776756144536,0.4119095709909305,1.3808145998419945,-385.6208522038305,37.3562008193956
7,1,5.5,-0.20912676381278542,-0.8104278724098215,2.0937300658509708,1.9420887764357806,2.0940430056672557,1.9434083102619197,0.016296557091736365,0.044712485202249685,0.33057218272146754,1.1077968274921894,-385.6208522038305,37.3562008193956
8,1,5.583333333333333,-0.18409804397274576,-0.7012179053993643,2.093558652432601,1.9413315320997084,2.0940638691493807,1.942443891113652,0.10302747561566057,0.2282583440392568,0.3337192824202775,0.9812964878577859,-385.6208522038305,37.3562008193956
9,1,5.666666666666667,-0.1604947000001828,-0.6325690272303566,2.0932916490037896,1.9406502696348789,2.0939058843333838,1.9428955798989875,0.0905334654167782,0.4269816911970566,0.3098884585983863,1.040543325559656,-385.6208522038305,37.3562008193956
10,1,5.75,-0.13155295462178462,-0.5007499365312961,2.0929765933123643,1.939372451969776,2.0935237988655504,1.9415249568862982,0.01698155312702016,0.09196070235830008,0.25225373331568884,0.8607622864468029,-385.6208522038305,37.3562008193956
11,1,5.833333333333333,-0.11349322017847605,-0.39978218164888796,2.0927016564325402,1.9381572638793236,2.0931303465478504,1.940099681728636,0.003003366290226826,0.016378596660111454,0.192904404038398,0.6738126682848475,-385.6208522038305,37.3562008193956
