obj_vals,opt_results,opt_runtime,param_1,param_2,param_3,param_4,param_5,param_6,param_7
0.06678212864918659,1,156.184698112,101.49087289153722,80.57200335788684,0.47084562367834193,90.91093853015249,57.671380459183105,20.54235178856215,57.89703617195081
