x1,x2,x3,x4,x5,x6,x7,type,run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7,idx
738.254859894017,72.24930024305132,0.12366544623214967,138.53859720647984,212.7064979020036,5.731869949232408,33.20945877823791,finite,2,0.051696868853897404,1,967.910717932,1,674.0250214761026,74.44160667872397,-0.5734240311835629,125.33422039232491,302.19076641625537,6.094051070403718,30.334931613720922,1
987.8766219480951,73.05672296646667,-0.3242875615407934,488.8757448747881,583.0619718266888,30.570987718536262,14.636795644289052,finite,4,0.04803416305446625,1,1684.725392295,1,1604.8547583534228,50.631455950464066,-11.300058316515127,493.2200016975695,724.4497883248837,46.353153482589875,21.463638385060143,2
626.1610473975855,71.06157105792995,0.30559037205142814,580.5674009210948,320.9402849255239,21.278791065931156,37.75581991802416,finite,3,0.06700508213679017,1,532.575076938,1,655.4465858772344,75.75625452288888,1.3576742424422452,853.7780532033751,346.12009960272565,4.253842615992477,37.7025462921339,3
188.1935995711832,107.33023854675893,0.06801042848651069,422.8302398432705,119.63662837296503,11.440927738120886,40.917623115954115,finite,4,0.057274872458871494,1,264.821375574,1,190.77620195228405,104.7907046292019,0.24584350492114856,219.73957464401803,152.18472565334417,15.450101288376894,40.7351989789984,4
544.4903202065664,104.1664563172511,-0.06010512803696692,170.85512682211902,222.53863984274278,10.052166200514177,97.73344780385538,finite,2,0.07037131638909139,1,423.244144033,1,622.4629178381091,117.30411822972222,4.0376315369132145,176.44992760996968,486.7479060237505,11.04807839012713,103.68531598307068,5
852.7948635066392,106.24577254516105,-0.1380138617575905,722.4433105121657,427.7299609263374,26.448929438843848,46.25511432486351,finite,4,0.05466124437766151,1,1273.020556972,1,425.68325394169915,134.40903782562867,0.7817191669337452,549.0684746756374,460.58274731529866,7.943379173078119,35.02321671612002,6
1010.8423618498484,124.1522555984241,-0.32920531672320186,272.39400072536847,446.8452564835493,30.04797440741055,71.98980142586069,finite,3,0.053204470335328755,1,437.057239002,1,1201.666076452282,95.60314490755506,3.1207390626879565,270.50562811464266,383.0949491819335,14.620045713273965,69.7148493570531,7
266.9932187749257,54.66266560680787,0.304605007816752,190.64753066667953,320.6986030246914,23.70858274677787,74.97374072621042,finite,2,0.057915204192651504,1,312.314750176,1,200.3781568048793,58.01077325228634,-1.0650400608253279,192.94266287569218,1551.500243787643,12.042849107259357,59.0680638219937,8
1015.0324153906931,53.049809378739766,-0.19726937146726578,776.7537997094303,413.79464514005394,13.063889939685561,19.391527203148417,finite,3,0.0488211181193836,1,352.691772574,1,1054.6607037158203,49.35824534144531,-4.651096261501546,1024.7002037604586,1104.4403834967961,6.049438882322829,17.71531591542491,9
1023.190529316686,47.35577376325343,-0.2008777057207649,592.0855099204101,247.01518869339125,21.47505390792952,65.82413556653489,finite,1,0.061192602265771494,1,331.918134445,1,1142.2877590267844,41.72248407596791,-4.076691507232181,414.0056901660287,238.93813375632334,14.089043218065331,67.4804736013023,10
