run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4
1,0.025939549409815445,1,0.771704926,0,196.4737643117093,46.95824323742967,-23.310988799228404,61.95368644830494
2,0.02593954939335208,1,0.569661257,1,196.47513086608683,46.9574125137548,-23.312022260846234,61.95380943805555
