iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
1,106.06538224150017,60.25542631350545,0.0,0.0,0.0,0.0,0.0,72.66804886384335,48.870974017840965,30.998073387765253,28.83815368336291
2,64.86905488667374,129.18501560179544,0.0,0.0,0.0,0.0,0.0,63.183819603111125,47.51385582525061,27.40556695660743,33.67423010542342
