minute,pts_in,pts_out
1195,2115.0,1614.0
1196,2104.0,1656.0
1197,2156.0,1568.0
1198,2161.0,1560.0
1199,2129.0,1657.0
1200,2122.0,1683.0
1201,2189.0,1615.0
1202,2117.0,1651.0
1203,2180.0,1565.0
1204,2177.0,1621.0
1205,2143.0,1560.0
1206,2230.0,1579.0
1207,2177.0,1554.0
1208,2238.0,1578.0
1209,2172.0,1549.0
1210,2149.0,1625.0
1211,2174.0,1566.0
1212,2098.0,1504.0
1213,2072.0,1501.0
1214,2102.0,1510.0
1215,2030.0,1579.0
1216,2058.0,1538.0
1217,2064.0,1516.0
1218,2071.0,1495.0
1219,2090.0,1509.0
1220,1994.0,1497.0
1221,2004.0,1554.0
1222,2070.0,1524.0
1223,2055.0,1443.0
1224,1944.0,1497.0
1225,1942.0,1540.0
1226,1952.0,1512.0
1227,1933.0,1455.0
1228,1938.0,1468.0
1229,1958.0,1470.0
1230,1865.0,1531.0
1231,1887.0,1499.0
1232,1957.0,1497.0
1233,1937.0,1367.0
1234,1896.0,1347.0
1235,1889.0,1448.0
1236,1951.0,1378.0
1237,1887.0,1421.0
1238,1898.0,1410.0
1239,1889.0,1395.0
1240,1889.0,1356.0
1241,1901.0,1370.0
1242,1786.0,1337.0
1243,1873.0,1357.0
1244,1820.0,1301.0
1245,1895.0,1430.0
1246,1711.0,1286.0
1247,1713.0,1269.0
1248,1683.0,1245.0
1249,1671.0,1266.0
1250,1637.0,1270.0
1251,1720.0,1217.0
1252,1741.0,1265.0
1253,1580.0,1265.0
1254,1709.0,1262.0
1255,1666.0,1255.0
1256,1647.0,1231.0
1257,1615.0,1254.0
1258,1577.0,1218.0
1259,1598.0,1270.0
1260,1614.0,1223.0
1261,1564.0,1245.0
1262,1650.0,1187.0
1263,1606.0,1250.0
1264,1575.0,1156.0
1265,1461.0,1265.0
1266,1472.0,1188.0
1267,1441.0,1183.0
1268,1410.0,1196.0
1269,1400.0,1207.0
1270,1479.0,1104.0
1271,1445.0,1207.0
1272,1502.0,1135.0
1273,1495.0,1077.0
1274,1487.0,1134.0
1275,1465.0,1139.0
1276,1507.0,1082.0
1277,1467.0,1128.0
1278,1458.0,1158.0
1279,1454.0,1077.0
1280,1424.0,1100.0
1281,1421.0,1100.0
1282,1401.0,1069.0
1283,1442.0,1062.0
1284,1384.0,1027.0
1285,1466.0,981.0
1286,1400.0,1035.0
1287,1365.0,978.0
1288,1335.0,1025.0
1289,1299.0,1050.0
1290,1289.0,1042.0
1291,1380.0,1009.0
1292,1306.0,1002.0
1293,1227.0,1040.0
1294,1254.0,1065.0
1295,1250.0,1022.0
1296,1246.0,1019.0
1297,1210.0,1013.0
1298,1141.0,960.0
1299,1249.0,992.0
1300,1180.0,1003.0
1301,1237.0,960.0
1302,1126.0,984.0
1303,1143.0,940.0
1304,1181.0,925.0
1305,1256.0,1027.0
1306,1113.0,899.0
1307,1183.0,881.0
1308,1174.0,928.0
1309,1222.0,918.0
1310,1195.0,918.0
1311,1199.0,870.0
1312,1195.0,820.0
1313,1172.0,878.0
1314,1158.0,864.0
1315,1130.0,863.0
1316,1165.0,886.0
1317,1157.0,830.0
1318,1176.0,806.0
1319,1145.0,856.0
1320,1108.0,859.0
1321,1140.0,833.0
1322,1053.0,840.0
1323,1099.0,825.0
1324,1082.0,790.0
1325,1070.0,892.0
1326,1063.0,849.0
1327,1030.0,863.0
1328,1041.0,803.0
1329,1007.0,856.0
1330,932.0,792.0
1331,983.0,799.0
1332,925.0,783.0
1333,980.0,781.0
1334,942.0,743.0
1335,925.0,688.0
1336,913.0,694.0
1337,846.0,707.0
1338,842.0,705.0
1339,898.0,648.0
1340,850.0,628.0
1341,857.0,623.0
1342,862.0,669.0
1343,864.0,609.0
1344,843.0,632.0
1345,849.0,615.0
1346,785.0,636.0
1347,778.0,580.0
1348,742.0,580.0
1349,701.0,582.0
1350,738.0,537.0
1351,705.0,566.0
1352,734.0,534.0
1353,697.0,526.0
1354,677.0,517.0
1355,640.0,534.0
1356,659.0,519.0
1357,667.0,465.0
1358,674.0,498.0
1359,712.0,442.0
1360,665.0,485.0
1361,682.0,478.0
1362,684.0,457.0
1363,659.0,450.0
1364,650.0,466.0
1365,653.0,461.0
1366,590.0,422.0
1367,621.0,451.0
1368,616.0,453.0
1369,623.0,399.0
1370,645.0,403.0
1371,652.0,369.0
1372,608.0,422.0
1373,558.0,411.0
1374,595.0,421.0
1375,551.0,455.0
1376,576.0,411.0
1377,555.0,381.0
1378,551.0,384.0
1379,543.0,395.0
1380,558.0,375.0
1381,548.0,390.0
1382,563.0,364.0
1383,545.0,385.0
1384,535.0,378.0
1385,528.0,377.0
1386,496.0,328.0
1387,507.0,375.0
1388,489.0,317.0
1389,481.0,314.0
1390,472.0,298.0
1391,457.0,295.0
1392,439.0,293.0
1393,479.0,294.0
1394,450.0,319.0
1395,422.0,269.0
1396,366.0,260.0
1397,383.0,243.0
1398,370.0,253.0
1399,346.0,267.0
1400,367.0,235.0
1401,357.0,224.0
1402,355.0,236.0
1403,341.0,241.0
1404,328.0,250.0
1405,316.0,237.0
1406,318.0,216.0
1407,361.0,208.0
1408,353.0,242.0
1409,322.0,220.0
1410,338.0,232.0
1411,359.0,206.0
1412,333.0,206.0
1413,362.0,195.0
1414,360.0,200.0
1415,387.0,189.0
1416,330.0,189.0
1417,305.0,211.0
1418,319.0,188.0
1419,306.0,186.0
1420,315.0,193.0
1421,300.0,162.0
1422,293.0,209.0
1423,275.0,181.0
1424,293.0,182.0
1425,288.0,203.0
1426,267.0,183.0
1427,243.0,148.0
1428,261.0,139.0
1429,247.0,160.0
1430,244.0,150.0
1431,239.0,140.0
1432,259.0,142.0
1433,236.0,143.0
1434,237.0,181.0
1435,238.0,156.0
1436,228.0,134.0
1437,214.0,143.0
1438,170.0,151.0
1439,162.0,148.0
