"date","dir_lat","dir_lng","dist","dur","length","start"
"2017-03-16","-1.7450193749999872","-1.1558874749989159","2.068083237258717","0.14555555555555555","2265.47888088","08:04:19"
"2017-03-18","1.711844525000096","0.9521627250006958","1.937925966886208","0.07666666666666666","2146.86261186","21:56:08"
"2017-05-13","-1.821165674999952","-1.0438945249984888","2.0762948738729006","0.10888888888888888","2194.77290174","20:09:53"
"2017-06-29","0.9945775499999997","0.9435907000001897","1.3502166784394452","0.04833333333333333","1353.59490101","07:12:03"
"2017-07-03","-0.4395110999999328","-0.09941322500054746","0.4473890091419077","0.26944444444444443","1653.08293901","18:54:56"
"2017-07-11","-1.6916946999999491","-1.0353224999995647","1.960846149842129","0.11305555555555556","2074.54634934","18:44:18"
"2017-07-17","-1.5990722999998566","-0.8298165499995136","1.7831496952411223","0.050277777777777775","1881.71117556","23:18:44"
"2017-07-22","-0.5598534249998461","-0.031393649999839825","0.5571977061367874","0.03361111111111111","569.690461651","18:24:47"
"2017-07-22","-0.4101212999999776","-0.36180624999935457","0.5389967524196887","0.03277777777777778","539.29670605","20:27:42"
"2017-07-26","-0.6776352750000937","-0.060338149999535066","0.675966905565709","0.03611111111111111","683.883416094","18:27:52"
"2017-07-26","-0.8486304750000669","-0.8026532500000674","1.1504433153519282","0.1","1161.48871912","19:32:40"
"2017-08-03","-0.7753786250001111","0.02716330000102829","0.7709904959180143","0.075","775.267322348","14:11:40"
"2017-08-03","-0.4721293250000427","-0.5801145750003052","0.7348300799954036","0.30583333333333335","1805.79464174","14:58:21"
"2017-08-03","0.46589512500016006","0.6751861249991581","0.8047488011429396","0.0636111111111111","892.09144155","15:52:51"
"2017-08-03","-0.17400097500009679","-0.3372034249997718","0.37144073310724085","0.018055555555555554","390.11520367","19:14:22"
"2017-08-04","-1.2609782749999603","-0.8162348999989995","1.484405399509074","0.05527777777777778","1539.1943055","15:21:11"
"2017-08-08","-1.8270659000000846","-1.0369923750000947","2.0781261003570983","0.2747222222222222","2218.37186602","20:50:54"
"2017-08-09","1.7535913999998998","0.9894565999998772","1.9917947860283742","0.09055555555555556","2108.21011273","07:05:13"
"2017-08-10","-1.8319641999999783","-1.017510500000239","2.073226289293783","0.1527777777777778","2350.64535339","20:06:43"
"2017-08-12","-0.8340468999999072","-0.10531344999988904","0.8351717618713993","0.051111111111111114","853.023839235","10:51:12"
"2017-08-12","0.1695479750000676","0.1791219250002193","0.24265542959145261","0.475","544.588867816","12:43:21"
"2017-08-12","0.49617552500004203","0.020372474999189195","0.49347626754541757","0.06138888888888889","534.211760001","17:25:52"
"2017-05-30","-0.02026115000006352","0.20717582500058107","0.20296655510755757","0.021944444444444444","203.164778031","15:17:13"
"2017-06-02","0.008572025000110539","-0.05087552499969555","0.05032227953870018","0.035","50.3222795387","10:45:34"
"2017-06-04","-1.729322550000067","-1.0098290750006484","1.9805264448340547","0.08388888888888889","2076.94057857","09:42:15"
"2017-05-06","0.2932300499998545","0.07046872500085222","0.2993868457579049","0.024166666666666666","366.71318655","18:23:06"
"2017-05-06","-0.2411299499998889","0.012691049999598648","0.23994300484862963","0.025833333333333333","243.967376091","18:45:15"
