minute,pts_in,pts_out
1167,1164.0,765.0
1168,1189.0,777.0
1169,1180.0,738.0
1170,1194.0,768.0
1171,1164.0,731.0
1172,1181.0,787.0
1173,1136.0,751.0
1174,1150.0,719.0
1175,1217.0,727.0
1176,1143.0,755.0
1177,1173.0,757.0
1178,1233.0,717.0
1179,1185.0,733.0
1180,1180.0,752.0
1181,1207.0,754.0
1182,1183.0,730.0
1183,1260.0,712.0
1184,1182.0,737.0
1185,1201.0,775.0
1186,1132.0,707.0
1187,1101.0,673.0
1188,1094.0,652.0
1189,1069.0,694.0
1190,1089.0,733.0
1191,1064.0,726.0
1192,1024.0,760.0
1193,1085.0,718.0
1194,1091.0,727.0
1195,1072.0,696.0
1196,1109.0,718.0
1197,1109.0,699.0
1198,1153.0,673.0
1199,1069.0,755.0
1200,1070.0,761.0
1201,1121.0,668.0
1202,1104.0,683.0
1203,1107.0,675.0
1204,1078.0,681.0
1205,1095.0,650.0
1206,1159.0,651.0
1207,1115.0,670.0
1208,1142.0,708.0
1209,1107.0,620.0
1210,1115.0,656.0
1211,1135.0,669.0
1212,1132.0,657.0
1213,1095.0,636.0
1214,1105.0,658.0
1215,1096.0,674.0
1216,1024.0,648.0
1217,1060.0,649.0
1218,1089.0,644.0
1219,1092.0,640.0
1220,1032.0,633.0
1221,1066.0,621.0
1222,1071.0,677.0
1223,1049.0,625.0
1224,955.0,646.0
1225,996.0,638.0
1226,1010.0,659.0
1227,994.0,635.0
1228,987.0,634.0
1229,1006.0,661.0
1230,993.0,656.0
1231,1010.0,629.0
1232,1015.0,658.0
1233,1025.0,583.0
1234,998.0,577.0
1235,1016.0,586.0
1236,1018.0,539.0
1237,953.0,621.0
1238,987.0,627.0
1239,956.0,590.0
1240,955.0,581.0
1241,1007.0,596.0
1242,917.0,545.0
1243,973.0,561.0
1244,948.0,552.0
1245,947.0,630.0
1246,855.0,565.0
1247,831.0,528.0
1248,836.0,512.0
1249,851.0,542.0
1250,812.0,523.0
1251,886.0,490.0
1252,874.0,543.0
1253,835.0,530.0
1254,829.0,530.0
1255,846.0,526.0
1256,854.0,528.0
1257,803.0,562.0
1258,755.0,511.0
1259,766.0,507.0
1260,815.0,498.0
1261,803.0,532.0
1262,813.0,468.0
1263,796.0,509.0
1264,763.0,475.0
1265,754.0,523.0
1266,747.0,491.0
1267,731.0,473.0
1268,708.0,469.0
1269,690.0,500.0
1270,717.0,464.0
1271,706.0,509.0
1272,723.0,506.0
1273,759.0,448.0
1274,790.0,495.0
1275,776.0,500.0
1276,793.0,456.0
1277,774.0,469.0
1278,782.0,493.0
1279,748.0,459.0
1280,728.0,467.0
1281,733.0,485.0
1282,731.0,452.0
1283,754.0,445.0
1284,741.0,413.0
1285,758.0,413.0
1286,757.0,442.0
1287,714.0,452.0
1288,686.0,446.0
1289,651.0,422.0
1290,675.0,420.0
1291,709.0,407.0
1292,684.0,410.0
1293,636.0,429.0
1294,654.0,490.0
1295,632.0,426.0
1296,648.0,433.0
1297,613.0,431.0
1298,586.0,397.0
1299,628.0,382.0
1300,606.0,421.0
1301,620.0,391.0
1302,581.0,415.0
1303,613.0,379.0
1304,577.0,355.0
1305,665.0,416.0
1306,577.0,362.0
1307,604.0,365.0
1308,578.0,377.0
1309,611.0,371.0
1310,628.0,373.0
1311,620.0,361.0
1312,649.0,365.0
1313,632.0,393.0
1314,629.0,393.0
1315,581.0,366.0
1316,577.0,356.0
1317,597.0,359.0
1318,617.0,363.0
1319,611.0,369.0
1320,575.0,371.0
1321,578.0,351.0
1322,556.0,361.0
1323,563.0,336.0
1324,569.0,323.0
1325,554.0,382.0
1326,550.0,365.0
1327,533.0,381.0
1328,507.0,354.0
