"date","dir_lat","dir_lng","dist","dur","length","start"
"2017-05-15","-0.14594707499993276","-0.0050096250000081005","0.1451179684530154","0.012777777777777779","145.117968453","19:42:27"
"2017-05-19","0.015585499999805475","-0.09852262499963196","0.09727697658588161","0.10027777777777777","177.74495956","17:08:00"
"2017-08-08","-0.17478024999990907","0.1784539750003237","0.2458175195106686","0.017222222222222222","255.869693496","07:33:28"
"2017-08-05","1.0500174000000366","-0.7813901750015447","1.2918868002933581","0.10777777777777778","1414.38173821","14:12:45"
"2017-03-17","-0.034956049999942264","0.14694899999918293","0.1473918596876378","0.03305555555555555","243.664540424","19:30:43"
"2017-05-04","-0.2338938249999651","0.1214555750002667","0.26084751755824437","0.011666666666666667","260.847517558","23:11:26"
"2017-07-16","0.09329034999998824","-0.15886077499916704","0.18048126695030517","0.03333333333333333","180.48126695","21:09:54"
"2017-07-25","-0.5466057499998731","0.2395713999994733","0.5912655909645675","0.06666666666666667","613.922615035","20:40:19"
"2017-05-15","-0.13503722499998982","-0.09941322499896543","0.16552454100718003","0.019444444444444445","430.714214737","00:07:41"
"2017-05-16","0.4589929749999863","-0.05944755000020159","0.4597931446481897","0.08694444444444445","462.759892708","12:14:44"
"2017-05-28","1.178375124999884","-0.7432056999998657","1.3769975874674953","0.09166666666666666","1380.76752309","11:17:35"
"2017-07-18","-0.7232785249999478","0.42637475000086517","0.8302755356668925","0.03861111111111111","839.388484823","22:13:26"
"2017-07-14","-0.00679082500005932","-0.11978569999973665","0.11695933410990886","0.008333333333333333","116.95933411","13:33:37"
"2017-08-29","0.5035229750000803","-0.4772502750005607","0.6832264766199098","0.1711111111111111","1178.1846066","16:00:36"
"2017-05-20","-0.1664308750000274","0.12657652499999372","0.20634276890181263","0.011944444444444445","206.342768902","13:02:22"
"2017-05-27","-0.020149825000146837","-0.15707957500050007","0.15441857476993398","0.016666666666666666","154.41857477","11:19:18"
"2017-06-04","-1.0875339249998424","0.663274349999174","1.2593732333365375","0.04027777777777778","1260.39193471","11:13:23"
"2017-06-13","-0.1548530749999911","-0.040744949999960416","0.15892877321813723","1.4069444444444446","664.613517041","12:42:09"
"2017-06-15","-0.0956281750000184","-0.11121367500081263","0.14416269960953848","0.03166666666666667","192.643515744","11:49:20"
"2017-06-19","-0.18969780000001668","0.07904074999977624","0.20364995501118371","0.050277777777777775","230.256767936","18:41:50"
"2017-06-20","-0.614959300000133","0.2436904249985659","0.6556638936116808","0.034444444444444444","679.629681089","12:59:44"
"2017-06-29","0.06690632500015652","-0.21240810000002705","0.21746061390458213","0.008611111111111111","217.460613905","13:32:50"
"2017-07-04","0.05877960000010823","-0.06712897499979213","0.08771367410260772","0.042222222222222223","272.802513913","13:19:28"
"2017-04-26","-0.11511005000007186","0.19526405000059696","0.22206489941181964","0.07194444444444445","295.592580929","13:54:17"
"2017-05-02","-0.139490225000019","-0.011911774999984104","0.13910469420990101","0.04416666666666667","158.423870711","16:44:07"
"2017-05-31","0.9680822000000536","-0.5741030249996627","1.1129658433465763","0.025833333333333333","1115.08245801","14:39:10"
"2017-06-08","-1.0956606500000885","0.6819769499994152","1.2757168624985449","0.06","1275.94854021","08:09:56"
"2017-05-13","0.5812278249998676","-0.3311918749991293","0.6616964829197396","0.01638888888888889","662.792110184","06:18:19"
"2017-05-13","-0.31237794999996016","0.07648027499991272","0.31925384984263694","0.016666666666666666","604.420147693","09:16:55"
"2017-05-15","0.6062759500001058","-0.18424287499994635","0.628687826584236","0.0913888888888889","654.585231961","10:54:32"
"2017-05-15","-0.29634715000009243","0.11900642500012211","0.3165206727698604","0.043055555555555555","514.181372486","13:47:15"
"2017-05-07","0.4477491499998978","-0.28287682500087924","0.5234679665638555","0.026111111111111113","523.724676477","14:53:47"
"2017-04-23","-0.9365772249999016","0.5826750500001687","1.0903463764501897","0.06055555555555556","1090.89651275","16:55:42"
"2017-05-20","-1.0858640499999057","0.716821675000034","1.2855575358437408","0.06861111111111111","1301.94852567","00:25:01"
"2017-06-06","0.3288540500000879","0.03996567500034587","0.3291144314145822","0.036944444444444446","381.811124396","11:48:58"
"2017-07-03","0.06122875000005506","-0.1045341750002745","0.11868010091271768","0.5219444444444444","643.75147195","09:29:05"
"2017-02-17","0.039409049999971434","0.1045341750002745","0.10916486141589019","0.008333333333333333","109.164861416","15:08:38"
"2017-02-17","0.04486397500004178","0.12735579999960828","0.13190845362600231","0.006944444444444444","131.908453626","19:21:51"
"2017-02-20","-0.1927035750001402","0.07993135000069174","0.20674463733008952","0.008333333333333333","206.74463733","19:13:28"
"2017-03-31","-0.45565322499991495","0.2938980000015299","0.5358278016005013","0.024722222222222222","536.071996774","16:54:53"
"2017-04-06","-0.5225595500000715","0.29812835000034144","0.5950834530081065","0.03138888888888889","595.106597182","16:53:16"
"2017-04-07","0.5214462999999159","-0.32106129999939415","0.6053673924293852","0.01861111111111111","606.167540108","07:27:32"
"2017-04-07","-0.19203562500004684","0.06456849999992863","0.2009474328124487","0.017222222222222222","208.792921636","12:22:47"
"2017-04-07","0.6164065250000387","-0.16643087500062068","0.6336763847983642","0.06333333333333334","663.777356931","14:45:57"
"2017-04-07","-0.5766635000001195","0.26662337500078265","0.6292452016292869","0.021944444444444444","629.83035851","16:18:35"
"2017-04-10","0.5540645250000258","-0.12234617499960017","0.5633727063597921","0.041944444444444444","691.529462079","09:58:28"
"2017-04-10","-0.05788899999998374","-0.07904074999977624","0.09615543545436128","0.005833333333333334","96.1554354544","17:09:44"
"2017-04-11","0.39921145000003466","-0.24380174999986687","0.46245642831576333","0.02722222222222222","470.895389834","07:44:14"
"2017-04-11","-0.6673933750000464","0.23612032500027633","0.7020296491567998","0.1613888888888889","1057.97158928","18:43:15"
"2017-04-12","0.5547324749999214","-0.3193914250004461","0.6331106684577823","0.025277777777777777","640.843523925","07:21:57"
"2017-04-12","-0.3692650249999027","0.06456849999992863","0.3723177721473492","0.025","432.033619353","16:49:58"
"2017-04-13","0.4016605999999815","-0.22932950000001925","0.45748902139119035","0.025833333333333333","471.660174361","07:36:33"
"2017-04-13","-0.5483869499999243","0.2658440999995861","0.6034390698593058","0.052222222222222225","610.270187845","16:49:11"
