run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7
1,0.08421763547499651,0,3643.095561842,0,171.0745270176308,94.05186368917701,0.3727907311451958,80.5039203156577,53.154181076619345,22.907194366583354,64.33959378836482
2,0.08411475723550982,1,484.832190078,0,175.33102499094488,92.39378222784357,1.379049472411556,82.57344729716148,52.61093843569284,22.706495672209936,65.20387341285144
3,0.08413719697494619,1,272.880889995,0,174.17508389021825,92.96312462131439,1.1016496683070482,81.53784532741795,53.57787215791736,21.139440892134637,64.89455382409977
4,0.08411821502555966,1,300.861406882,0,173.54565773260993,93.39112436633572,0.9612693139002132,82.41544196516793,52.42724982884184,22.697456089031657,64.97379430990694
5,0.08421922450776174,0,3654.901389902,0,170.71262793281304,94.30589281259499,0.2799374814571004,80.38196507353359,53.25522249330533,22.90169281182812,64.32583582106096
6,0.0841973275007014,1,718.902589163,0,181.3093095379848,90.50737091438913,2.7100388709557888,79.41779113125175,55.57896251448771,20.894376898534464,66.56790955426673
7,0.08413327056848659,1,363.410024454,0,175.8098710966718,92.42790155815966,1.4923217094107364,81.10456733860606,53.77824711127039,21.34776489219942,65.36314381666558
8,0.08420674177076277,1,433.530070926,0,160.44259520133818,97.9149036786985,-2.025608818393107,79.66122372169126,52.93139343521681,21.481124904148633,61.894383147252405
9,0.08420556642006745,0,3649.841268865,0,179.12877161272903,91.11888672918136,2.2340596341094487,81.64205016986644,53.36866852708943,23.13677426870922,66.07883936834716
10,0.08422036858930175,1,209.303609631,0,177.26986681136995,91.8394281178766,1.8244421878552648,81.15103736367485,52.26476798944307,23.878179414829912,65.69239673227703
11,0.08413261052376177,1,257.162704593,0,175.96559851090706,92.6881095257586,1.3774039783324543,80.83945284213344,52.82566808583719,21.222311108826382,65.60123107721736
12,0.0841660562222478,1,1512.864681471,0,177.22329494010046,91.75011363591656,1.812287991991646,84.30771786649458,51.39973694368765,22.587566275741228,65.6327630862378
13,0.08420652536554249,0,3657.290381546,0,179.6193662212474,91.06269589213967,2.2980880272935837,81.53271569716674,53.15263658839582,23.081711314273022,66.27886365454479
14,0.08416031755101136,1,238.094921507,0,168.76208312217832,94.91866566847139,-0.5038649787493847,80.39176947635995,52.35701257891272,20.744536541551557,64.05018302121016
15,0.08421674157204123,1,2980.964256185,0,171.3539128660953,93.90855205605244,0.4058524942779795,80.23964020895686,53.14200988904286,22.856696202117856,64.40852703239587
16,0.08411540632298085,1,389.951741727,0,176.02519770952895,92.19374436868094,1.3463568183248764,81.81385425864771,52.82196838860344,22.361189038695816,65.43795316069328
17,0.08411753933484561,1,459.444427211,0,181.06403650561305,90.52561355907903,2.700725546633819,83.12936325806926,52.84836653739337,22.780444255706048,66.52230941163498
18,0.08411513718572843,1,390.396785392,0,176.96982055863307,91.87787606576572,1.625549457116841,82.8539823600719,52.41356240173622,22.800480049546486,65.67949971878221
19,0.0841145292394825,1,586.432986102,0,177.09163082223665,91.77704199066073,1.4977640084453665,82.19672203806826,52.879318015424715,22.48523226202746,65.7389797756
20,0.08422396358013653,0,3660.528601411,0,169.6115681899652,94.21517579069547,0.009902675697564105,80.56485218274905,52.889618044310296,22.878965194626602,63.87514898536754
21,0.08411373485893615,1,523.506701263,0,178.24621695705082,91.39826131107864,2.0440389810387667,82.62372672524864,52.76642080584052,22.653040787969122,65.86518365403258
22,0.08437529015644034,1,468.323502378,0,165.5243221962504,96.57407485980593,-0.8368589127693831,76.59372609892065,54.20627321236283,25.258077559553783,63.23282857767957
