run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
110,0.06669241161197402,1,361.34483947,0,102.57710623834478,86.23410920292538,81.68119745323631,-0.46818170677620213,90.78936573924089,56.92552606541182,19.057671545183734,58.47395627784471
111,0.06677505448759694,1,286.924088499,0,104.64159253687396,83.70992630829384,81.9271525096471,0.5870476479096921,95.58006862534926,61.05148471597134,22.745394218271255,58.36420559096709
112,0.06673167596080856,1,311.901435135,0,103.94292143272446,87.92634273808936,79.96410403544168,-1.4116778737168412,89.2670322030075,58.68489517758255,20.247188158669072,58.59884466114775
113,0.06669637190684037,1,299.306848173,0,101.78668152941714,86.59270260357503,81.21503440041306,-1.8470490582387549,85.64827459823688,59.75084188005857,19.71953426686636,58.40604349145638
114,0.066718044853071,1,201.229266002,0,103.27173652168524,85.47436411432102,81.83812015157679,-0.015024759751093492,92.90283320988495,57.057694250431844,21.053490371462598,58.68441451012951
115,0.06673100781865315,1,321.310994295,0,104.35489612124012,88.21950910553413,79.71952353921853,-1.2804135441632811,89.8524712169619,58.66025489624968,20.576344118189347,58.63631422555334
116,0.06673100954356494,1,396.207843245,0,104.26802749812668,88.19875448526855,79.75070841463852,-1.3047914447859676,89.81767117539191,58.62613445742763,20.564252680928092,58.62631453739785
117,0.06673100548396402,1,427.051411889,0,104.29931769278521,88.20867501400294,79.74097056072944,-1.2906397239420826,89.84979695404448,58.65899590127028,20.583012272061502,58.62940020408072
118,0.06670913592092904,1,327.894573123,0,99.98233526537226,87.59873179583222,81.55012613502298,-0.5860239853190353,91.4428641377892,56.6969550960488,18.79129122523157,57.977545070333306
119,0.06668916498493008,1,769.652814017,0,103.54569215471867,87.67184021712195,80.25740649463782,-1.1481775583088258,86.95240120437941,60.592370290208805,19.026490508828257,58.54340474290142
120,0.06667017584715855,1,240.767117211,0,103.59072833063397,87.41826071248838,80.53923896653858,-0.5219377882568422,90.5877395961002,57.935656020665554,20.64542510895213,58.5625121805215
